"","year","state","month","number","date"
"5706",2005,"Santa Catarina","November",384,2005-01-01
"5707",2006,"Santa Catarina","November",45,2006-01-01
"5708",2007,"Santa Catarina","November",26,2007-01-01
"5709",2008,"Santa Catarina","November",16,2008-01-01
"5710",2009,"Santa Catarina","November",61,2009-01-01
"5711",2010,"Santa Catarina","November",88,2010-01-01
"5712",2011,"Santa Catarina","November",79,2011-01-01
"5713",2012,"Santa Catarina","November",72,2012-01-01
"5714",2013,"Santa Catarina","November",84,2013-01-01
"5715",2014,"Santa Catarina","November",43,2014-01-01
"5716",2015,"Santa Catarina","November",9,2015-01-01
"5717",2016,"Santa Catarina","November",156,2016-01-01
"5718",2017,"Santa Catarina","November",152,2017-01-01
"5719",1998,"Santa Catarina","December",26,1998-01-01
"5720",1999,"Santa Catarina","December",89,1999-01-01
"5721",2000,"Santa Catarina","December",29,2000-01-01
"5722",2001,"Santa Catarina","December",45,2001-01-01
"5723",2002,"Santa Catarina","December",76,2002-01-01
"5724",2003,"Santa Catarina","December",129,2003-01-01
"5725",2004,"Santa Catarina","December",68,2004-01-01
"5726",2005,"Santa Catarina","December",17,2005-01-01
"5727",2006,"Santa Catarina","December",7,2006-01-01
"5728",2007,"Santa Catarina","December",17,2007-01-01
"5729",2008,"Santa Catarina","December",29,2008-01-01
"5730",2009,"Santa Catarina","December",20,2009-01-01
"5731",2010,"Santa Catarina","December",23,2010-01-01
"5732",2011,"Santa Catarina","December",24,2011-01-01
"5733",2012,"Santa Catarina","December",32,2012-01-01
"5734",2013,"Santa Catarina","December",74,2013-01-01
"5735",2014,"Santa Catarina","December",45,2014-01-01
"5736",2015,"Santa Catarina","December",19,2015-01-01
"5737",2016,"Santa Catarina","December",20,2016-01-01
"5738",1998,"Sao Paulo","January",0,1998-01-01
"5739",1999,"Sao Paulo","January",7,1999-01-01
"5740",2000,"Sao Paulo","January",36,2000-01-01
"5741",2001,"Sao Paulo","January",26,2001-01-01
"5742",2002,"Sao Paulo","January",19,2002-01-01
"5743",2003,"Sao Paulo","January",59,2003-01-01
"5744",2004,"Sao Paulo","January",37,2004-01-01
"5745",2005,"Sao Paulo","January",26,2005-01-01
"5746",2006,"Sao Paulo","January",76,2006-01-01
"5747",2007,"Sao Paulo","January",14,2007-01-01
"5748",2008,"Sao Paulo","January",34,2008-01-01
"5749",2009,"Sao Paulo","January",12,2009-01-01
"5750",2010,"Sao Paulo","January",45,2010-01-01
"5751",2011,"Sao Paulo","January",75,2011-01-01
"5752",2012,"Sao Paulo","January",38,2012-01-01
"5753",2013,"Sao Paulo","January",36,2013-01-01
"5754",2014,"Sao Paulo","January",99,2014-01-01
"5755",2015,"Sao Paulo","January",120,2015-01-01
"5756",2016,"Sao Paulo","January",85,2016-01-01
"5757",2017,"Sao Paulo","January",28,2017-01-01
"5758",1998,"Sao Paulo","February",0,1998-01-01
"5759",1999,"Sao Paulo","February",47,1999-01-01
"5760",2000,"Sao Paulo","February",25,2000-01-01
"5761",2001,"Sao Paulo","February",25,2001-01-01
"5762",2002,"Sao Paulo","February",19,2002-01-01
"5763",2003,"Sao Paulo","February",137,2003-01-01
"5764",2004,"Sao Paulo","February",41,2004-01-01
"5765",2005,"Sao Paulo","February",78,2005-01-01
"5766",2006,"Sao Paulo","February",59,2006-01-01
"5767",2007,"Sao Paulo","February",96,2007-01-01
"5768",2008,"Sao Paulo","February",30,2008-01-01
"5769",2009,"Sao Paulo","February",65,2009-01-01
"5770",2010,"Sao Paulo","February",152,2010-01-01
"5771",2011,"Sao Paulo","February",73,2011-01-01
"5772",2012,"Sao Paulo","February",81,2012-01-01
"5773",2013,"Sao Paulo","February",100,2013-01-01
"5774",2014,"Sao Paulo","February",112,2014-01-01
"5775",2015,"Sao Paulo","February",69,2015-01-01
"5776",2016,"Sao Paulo","February",188,2016-01-01
"5777",2017,"Sao Paulo","February",107,2017-01-01
"5778",1998,"Sao Paulo","March",0,1998-01-01
"5779",1999,"Sao Paulo","March",78,1999-01-01
"5780",2000,"Sao Paulo","March",26,2000-01-01
"5781",2001,"Sao Paulo","March",35,2001-01-01
"5782",2002,"Sao Paulo","March",111,2002-01-01
"5783",2003,"Sao Paulo","March",86,2003-01-01
"5784",2004,"Sao Paulo","March",73,2004-01-01
"5785",2005,"Sao Paulo","March",73,2005-01-01
"5786",2006,"Sao Paulo","March",106,2006-01-01
"5787",2007,"Sao Paulo","March",152,2007-01-01
"5788",2008,"Sao Paulo","March",72,2008-01-01
"5789",2009,"Sao Paulo","March",55,2009-01-01
"5790",2010,"Sao Paulo","March",111,2010-01-01
"5791",2011,"Sao Paulo","March",45,2011-01-01
"5792",2012,"Sao Paulo","March",99,2012-01-01
"5793",2013,"Sao Paulo","March",57,2013-01-01
"5794",2014,"Sao Paulo","March",75,2014-01-01
"5795",2015,"Sao Paulo","March",68,2015-01-01
"5796",2016,"Sao Paulo","March",82,2016-01-01
"5797",2017,"Sao Paulo","March",103,2017-01-01
"5798",1998,"Sao Paulo","April",0,1998-01-01
"5799",1999,"Sao Paulo","April",291,1999-01-01
"5800",2000,"Sao Paulo","April",102,2000-01-01
"5801",2001,"Sao Paulo","April",61,2001-01-01
"5802",2002,"Sao Paulo","April",178,2002-01-01
"5803",2003,"Sao Paulo","April",106,2003-01-01
"5804",2004,"Sao Paulo","April",36,2004-01-01
"5805",2005,"Sao Paulo","April",62,2005-01-01
"5806",2006,"Sao Paulo","April",63,2006-01-01
"5807",2007,"Sao Paulo","April",44,2007-01-01
"5808",2008,"Sao Paulo","April",84,2008-01-01
"5809",2009,"Sao Paulo","April",67,2009-01-01
"5810",2010,"Sao Paulo","April",91,2010-01-01
"5811",2011,"Sao Paulo","April",52,2011-01-01
"5812",2012,"Sao Paulo","April",82,2012-01-01
"5813",2013,"Sao Paulo","April",103,2013-01-01
"5814",2014,"Sao Paulo","April",103,2014-01-01
"5815",2015,"Sao Paulo","April",76,2015-01-01
"5816",2016,"Sao Paulo","April",307,2016-01-01
"5817",2017,"Sao Paulo","April",41,2017-01-01
"5818",1998,"Sao Paulo","May",0,1998-01-01
"5819",1999,"Sao Paulo","May",500,1999-01-01
"5820",2000,"Sao Paulo","May",300,2000-01-01
"5821",2001,"Sao Paulo","May",211,2001-01-01
"5822",2002,"Sao Paulo","May",319,2002-01-01
"5823",2003,"Sao Paulo","May",69,2003-01-01
"5824",2004,"Sao Paulo","May",60,2004-01-01
"5825",2005,"Sao Paulo","May",212,2005-01-01
"5826",2006,"Sao Paulo","May",88,2006-01-01
"5827",2007,"Sao Paulo","May",69,2007-01-01
"5828",2008,"Sao Paulo","May",40,2008-01-01
"5829",2009,"Sao Paulo","May",142,2009-01-01
"5830",2010,"Sao Paulo","May",150,2010-01-01
"5831",2011,"Sao Paulo","May",136,2011-01-01
"5832",2012,"Sao Paulo","May",82,2012-01-01
"5833",2013,"Sao Paulo","May",118,2013-01-01
"5834",2014,"Sao Paulo","May",181,2014-01-01
"5835",2015,"Sao Paulo","May",65,2015-01-01
"5836",2016,"Sao Paulo","May",139,2016-01-01
"5837",2017,"Sao Paulo","May",43,2017-01-01
"5838",1998,"Sao Paulo","June",451,1998-01-01
"5839",1999,"Sao Paulo","June",522,1999-01-01
"5840",2000,"Sao Paulo","June",606,2000-01-01
"5841",2001,"Sao Paulo","June",346,2001-01-01
"5842",2002,"Sao Paulo","June",562,2002-01-01
"5843",2003,"Sao Paulo","June",132,2003-01-01
"5844",2004,"Sao Paulo","June",231,2004-01-01
"5845",2005,"Sao Paulo","June",236,2005-01-01
"5846",2006,"Sao Paulo","June",97,2006-01-01
"5847",2007,"Sao Paulo","June",91,2007-01-01
"5848",2008,"Sao Paulo","June",25,2008-01-01
"5849",2009,"Sao Paulo","June",125,2009-01-01
"5850",2010,"Sao Paulo","June",143,2010-01-01
"5851",2011,"Sao Paulo","June",210,2011-01-01
"5852",2012,"Sao Paulo","June",30,2012-01-01
"5853",2013,"Sao Paulo","June",47,2013-01-01
"5854",2014,"Sao Paulo","June",331,2014-01-01
"5855",2015,"Sao Paulo","June",147,2015-01-01
"5856",2016,"Sao Paulo","June",197,2016-01-01
"5857",2017,"Sao Paulo","June",217,2017-01-01
"5858",1998,"Sao Paulo","July",596,1998-01-01
"5859",1999,"Sao Paulo","July",684,1999-01-01
"5860",2000,"Sao Paulo","July",770,2000-01-01
"5861",2001,"Sao Paulo","July",538,2001-01-01
"5862",2002,"Sao Paulo","July",448,2002-01-01
"5863",2003,"Sao Paulo","July",171,2003-01-01
"5864",2004,"Sao Paulo","July",342,2004-01-01
"5865",2005,"Sao Paulo","July",284,2005-01-01
"5866",2006,"Sao Paulo","July",245,2006-01-01
"5867",2007,"Sao Paulo","July",94,2007-01-01
"5868",2008,"Sao Paulo","July",126,2008-01-01
"5869",2009,"Sao Paulo","July",110,2009-01-01
"5870",2010,"Sao Paulo","July",600,2010-01-01
"5871",2011,"Sao Paulo","July",479,2011-01-01
"5872",2012,"Sao Paulo","July",179,2012-01-01
"5873",2013,"Sao Paulo","July",181,2013-01-01
"5874",2014,"Sao Paulo","July",476,2014-01-01
"5875",2015,"Sao Paulo","July",149,2015-01-01
"5876",2016,"Sao Paulo","July",687,2016-01-01
"5877",2017,"Sao Paulo","July",802,2017-01-01
"5878",1998,"Sao Paulo","August",581,1998-01-01
"5879",1999,"Sao Paulo","August",1.211,1999-01-01
"5880",2000,"Sao Paulo","August",915,2000-01-01
"5881",2001,"Sao Paulo","August",595,2001-01-01
"5882",2002,"Sao Paulo","August",719,2002-01-01
"5883",2003,"Sao Paulo","August",934,2003-01-01
"5884",2004,"Sao Paulo","August",794,2004-01-01
"5885",2005,"Sao Paulo","August",522,2005-01-01
"5886",2006,"Sao Paulo","August",572,2006-01-01
"5887",2007,"Sao Paulo","August",470,2007-01-01
"5888",2008,"Sao Paulo","August",153,2008-01-01
"5889",2009,"Sao Paulo","August",289,2009-01-01
"5890",2010,"Sao Paulo","August",1.809,2010-01-01
"5891",2011,"Sao Paulo","August",1.067,2011-01-01
"5892",2012,"Sao Paulo","August",435,2012-01-01
"5893",2013,"Sao Paulo","August",497,2013-01-01
"5894",2014,"Sao Paulo","August",1.458,2014-01-01
"5895",2015,"Sao Paulo","August",643,2015-01-01
"5896",2016,"Sao Paulo","August",797,2016-01-01
"5897",2017,"Sao Paulo","August",981,2017-01-01
"5898",1998,"Sao Paulo","September",525,1998-01-01
"5899",1999,"Sao Paulo","September",911,1999-01-01
"5900",2000,"Sao Paulo","September",582,2000-01-01
"5901",2001,"Sao Paulo","September",425,2001-01-01
"5902",2002,"Sao Paulo","September",302,2002-01-01
"5903",2003,"Sao Paulo","September",977,2003-01-01
"5904",2004,"Sao Paulo","September",809,2004-01-01
"5905",2005,"Sao Paulo","September",231,2005-01-01
"5906",2006,"Sao Paulo","September",694,2006-01-01
"5907",2007,"Sao Paulo","September",495,2007-01-01
"5908",2008,"Sao Paulo","September",486,2008-01-01
"5909",2009,"Sao Paulo","September",116,2009-01-01
"5910",2010,"Sao Paulo","September",1.677,2010-01-01
"5911",2011,"Sao Paulo","September",1.108,2011-01-01
"5912",2012,"Sao Paulo","September",813,2012-01-01
"5913",2013,"Sao Paulo","September",560,2013-01-01
"5914",2014,"Sao Paulo","September",882,2014-01-01
"5915",2015,"Sao Paulo","September",368,2015-01-01
"5916",2016,"Sao Paulo","September",490,2016-01-01
"5917",2017,"Sao Paulo","September",2.868,2017-01-01
"5918",1998,"Sao Paulo","October",434,1998-01-01
"5919",1999,"Sao Paulo","October",763,1999-01-01
"5920",2000,"Sao Paulo","October",647,2000-01-01
"5921",2001,"Sao Paulo","October",444,2001-01-01
"5922",2002,"Sao Paulo","October",733,2002-01-01
"5923",2003,"Sao Paulo","October",422,2003-01-01
"5924",2004,"Sao Paulo","October",195,2004-01-01
"5925",2005,"Sao Paulo","October",221,2005-01-01
"5926",2006,"Sao Paulo","October",153,2006-01-01
"5927",2007,"Sao Paulo","October",281,2007-01-01
"5928",2008,"Sao Paulo","October",87,2008-01-01
"5929",2009,"Sao Paulo","October",64,2009-01-01
"5930",2010,"Sao Paulo","October",260,2010-01-01
"5931",2011,"Sao Paulo","October",188,2011-01-01
"5932",2012,"Sao Paulo","October",206,2012-01-01
"5933",2013,"Sao Paulo","October",127,2013-01-01
"5934",2014,"Sao Paulo","October",887,2014-01-01
"5935",2015,"Sao Paulo","October",213,2015-01-01
"5936",2016,"Sao Paulo","October",177,2016-01-01
"5937",2017,"Sao Paulo","October",179,2017-01-01
"5938",1998,"Sao Paulo","November",488,1998-01-01
"5939",1999,"Sao Paulo","November",398,1999-01-01
"5940",2000,"Sao Paulo","November",96,2000-01-01
"5941",2001,"Sao Paulo","November",168,2001-01-01
"5942",2002,"Sao Paulo","November",72,2002-01-01
"5943",2003,"Sao Paulo","November",155,2003-01-01
"5944",2004,"Sao Paulo","November",144,2004-01-01
"5945",2005,"Sao Paulo","November",163,2005-01-01
"5946",2006,"Sao Paulo","November",43,2006-01-01
"5947",2007,"Sao Paulo","November",50,2007-01-01
"5948",2008,"Sao Paulo","November",20,2008-01-01
"5949",2009,"Sao Paulo","November",83,2009-01-01
"5950",2010,"Sao Paulo","November",104,2010-01-01
"5951",2011,"Sao Paulo","November",87,2011-01-01
"5952",2012,"Sao Paulo","November",50,2012-01-01
"5953",2013,"Sao Paulo","November",120,2013-01-01
"5954",2014,"Sao Paulo","November",56,2014-01-01
"5955",2015,"Sao Paulo","November",21,2015-01-01
"5956",2016,"Sao Paulo","November",39,2016-01-01
"5957",2017,"Sao Paulo","November",37,2017-01-01
"5958",1998,"Sao Paulo","December",121,1998-01-01
"5959",1999,"Sao Paulo","December",47,1999-01-01
"5960",2000,"Sao Paulo","December",23,2000-01-01
"5961",2001,"Sao Paulo","December",52,2001-01-01
"5962",2002,"Sao Paulo","December",57,2002-01-01
"5963",2003,"Sao Paulo","December",58,2003-01-01
"5964",2004,"Sao Paulo","December",102,2004-01-01
"5965",2005,"Sao Paulo","December",15,2005-01-01
"5966",2006,"Sao Paulo","December",13,2006-01-01
"5967",2007,"Sao Paulo","December",21,2007-01-01
"5968",2008,"Sao Paulo","December",36,2008-01-01
"5969",2009,"Sao Paulo","December",37,2009-01-01
"5970",2010,"Sao Paulo","December",52,2010-01-01
"5971",2011,"Sao Paulo","December",53,2011-01-01
"5972",2012,"Sao Paulo","December",64,2012-01-01
"5973",2013,"Sao Paulo","December",109,2013-01-01
"5974",2014,"Sao Paulo","December",57,2014-01-01
"5975",2015,"Sao Paulo","December",45,2015-01-01
"5976",2016,"Sao Paulo","December",47,2016-01-01
"5977",1998,"Sergipe","January",0,1998-01-01
"5978",1999,"Sergipe","January",36,1999-01-01
"5979",2000,"Sergipe","January",1,2000-01-01
"5980",2001,"Sergipe","January",2,2001-01-01
"5981",2002,"Sergipe","January",1,2002-01-01
"5982",2003,"Sergipe","January",198,2003-01-01
"5983",2004,"Sergipe","January",16,2004-01-01
"5984",2005,"Sergipe","January",80,2005-01-01
"5985",2006,"Sergipe","January",36,2006-01-01
"5986",2007,"Sergipe","January",56,2007-01-01
"5987",2008,"Sergipe","January",100,2008-01-01
"5988",2009,"Sergipe","January",60,2009-01-01
"5989",2010,"Sergipe","January",29,2010-01-01
"5990",2011,"Sergipe","January",36,2011-01-01
"5991",2012,"Sergipe","January",39,2012-01-01
"5992",2013,"Sergipe","January",34,2013-01-01
"5993",2014,"Sergipe","January",20,2014-01-01
"5994",2015,"Sergipe","January",44,2015-01-01
"5995",2016,"Sergipe","January",9,2016-01-01
"5996",2017,"Sergipe","January",31,2017-01-01
"5997",1998,"Sergipe","February",0,1998-01-01
"5998",1999,"Sergipe","February",25,1999-01-01
"5999",2000,"Sergipe","February",6,2000-01-01
"6000",2001,"Sergipe","February",2,2001-01-01
"6001",2002,"Sergipe","February",6,2002-01-01
"6002",2003,"Sergipe","February",50,2003-01-01
"6003",2004,"Sergipe","February",10,2004-01-01
"6004",2005,"Sergipe","February",19,2005-01-01
"6005",2006,"Sergipe","February",36,2006-01-01
"6006",2007,"Sergipe","February",22,2007-01-01
"6007",2008,"Sergipe","February",67,2008-01-01
"6008",2009,"Sergipe","February",64,2009-01-01
"6009",2010,"Sergipe","February",33,2010-01-01
"6010",2011,"Sergipe","February",31,2011-01-01
"6011",2012,"Sergipe","February",34,2012-01-01
"6012",2013,"Sergipe","February",47,2013-01-01
"6013",2014,"Sergipe","February",18,2014-01-01
"6014",2015,"Sergipe","February",40,2015-01-01
"6015",2016,"Sergipe","February",22,2016-01-01
"6016",2017,"Sergipe","February",18,2017-01-01
"6017",1998,"Sergipe","March",0,1998-01-01
"6018",1999,"Sergipe","March",18,1999-01-01
"6019",2000,"Sergipe","March",6,2000-01-01
"6020",2001,"Sergipe","March",1,2001-01-01
"6021",2002,"Sergipe","March",7,2002-01-01
"6022",2003,"Sergipe","March",62,2003-01-01
"6023",2004,"Sergipe","March",36,2004-01-01
"6024",2005,"Sergipe","March",28,2005-01-01
"6025",2006,"Sergipe","March",41,2006-01-01
"6026",2007,"Sergipe","March",2,2007-01-01
"6027",2008,"Sergipe","March",43,2008-01-01
"6028",2009,"Sergipe","March",29,2009-01-01
"6029",2010,"Sergipe","March",44,2010-01-01
"6030",2011,"Sergipe","March",47,2011-01-01
"6031",2012,"Sergipe","March",71,2012-01-01
"6032",2013,"Sergipe","March",67,2013-01-01
"6033",2014,"Sergipe","March",33,2014-01-01
"6034",2015,"Sergipe","March",49,2015-01-01
"6035",2016,"Sergipe","March",26,2016-01-01
"6036",2017,"Sergipe","March",16,2017-01-01
"6037",1998,"Sergipe","April",0,1998-01-01
"6038",1999,"Sergipe","April",6,1999-01-01
"6039",2000,"Sergipe","April",1,2000-01-01
"6040",2001,"Sergipe","April",0,2001-01-01
"6041",2002,"Sergipe","April",12,2002-01-01
"6042",2003,"Sergipe","April",48,2003-01-01
"6043",2004,"Sergipe","April",13,2004-01-01
"6044",2005,"Sergipe","April",8,2005-01-01
"6045",2006,"Sergipe","April",9,2006-01-01
"6046",2007,"Sergipe","April",1,2007-01-01
"6047",2008,"Sergipe","April",2,2008-01-01
"6048",2009,"Sergipe","April",19,2009-01-01
"6049",2010,"Sergipe","April",1,2010-01-01
"6050",2011,"Sergipe","April",12,2011-01-01
"6051",2012,"Sergipe","April",40,2012-01-01
"6052",2013,"Sergipe","April",15,2013-01-01
"6053",2014,"Sergipe","April",7,2014-01-01
"6054",2015,"Sergipe","April",35,2015-01-01
"6055",2016,"Sergipe","April",14,2016-01-01
"6056",2017,"Sergipe","April",8,2017-01-01
"6057",1998,"Sergipe","May",0,1998-01-01
"6058",1999,"Sergipe","May",0,1999-01-01
"6059",2000,"Sergipe","May",0,2000-01-01
"6060",2001,"Sergipe","May",3,2001-01-01
"6061",2002,"Sergipe","May",0,2002-01-01
"6062",2003,"Sergipe","May",2,2003-01-01
"6063",2004,"Sergipe","May",5,2004-01-01
"6064",2005,"Sergipe","May",0,2005-01-01
"6065",2006,"Sergipe","May",0,2006-01-01
"6066",2007,"Sergipe","May",0,2007-01-01
"6067",2008,"Sergipe","May",0,2008-01-01
"6068",2009,"Sergipe","May",0,2009-01-01
"6069",2010,"Sergipe","May",0,2010-01-01
"6070",2011,"Sergipe","May",0,2011-01-01
"6071",2012,"Sergipe","May",17,2012-01-01
"6072",2013,"Sergipe","May",1,2013-01-01
"6073",2014,"Sergipe","May",1,2014-01-01
"6074",2015,"Sergipe","May",11,2015-01-01
"6075",2016,"Sergipe","May",9,2016-01-01
"6076",2017,"Sergipe","May",1,2017-01-01
"6077",1998,"Sergipe","June",0,1998-01-01
"6078",1999,"Sergipe","June",0,1999-01-01
"6079",2000,"Sergipe","June",0,2000-01-01
"6080",2001,"Sergipe","June",0,2001-01-01
"6081",2002,"Sergipe","June",0,2002-01-01
"6082",2003,"Sergipe","June",0,2003-01-01
"6083",2004,"Sergipe","June",0,2004-01-01
"6084",2005,"Sergipe","June",0,2005-01-01
"6085",2006,"Sergipe","June",0,2006-01-01
"6086",2007,"Sergipe","June",0,2007-01-01
"6087",2008,"Sergipe","June",0,2008-01-01
"6088",2009,"Sergipe","June",2,2009-01-01
"6089",2010,"Sergipe","June",0,2010-01-01
"6090",2011,"Sergipe","June",1,2011-01-01
"6091",2012,"Sergipe","June",3,2012-01-01
"6092",2013,"Sergipe","June",1,2013-01-01
"6093",2014,"Sergipe","June",0,2014-01-01
"6094",2015,"Sergipe","June",3,2015-01-01
"6095",2016,"Sergipe","June",1,2016-01-01
"6096",2017,"Sergipe","June",0,2017-01-01
"6097",1998,"Sergipe","July",0,1998-01-01
"6098",1999,"Sergipe","July",0,1999-01-01
